StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
476,Hardendorf,Atlanta,Georgia,Dekalb,30307,370000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,2,0,0,0,0,"1 Car Garage, Kitchen Level, Side/Rear Entry",Partial,1,None,1930,"Front Porch, Garden Area, Patio",1427,0,3/30/2012,189
545,Oakdale,Atlanta,Georgia,Dekalb,30307,370000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Driveway, Parking Pad",Crawl Space,1,None,1940,"Deck, Fenced Yard, Front Porch, Out-Buildings, Patio",1329,0,8/30/2012,7
405,OAKDALE,Atlanta,Georgia,Dekalb,30307,370000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"1-2 Step Entry, Kitchen Level, Parking Pad, Side/Rear Entry",Crawl Space,3,None,1920,"Fenced Yard, Front Porch, Out-Buildings",1719,0,3/28/2014,3
269,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,369000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,4,None,1910,"Fenced Yard, Front Porch, Out-Buildings, Patio, Prof Landscaping, Wrap-Around Porch",1651,0,5/16/2012,157
2074,Mclendon,Atlanta,Georgia,Dekalb,30307,369000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad","Crawl Space, Daylight, Interior Entry",1,None,1920,"Fenced Yard, Front Porch, Patio, Prof Landscaping",1375,0,1/28/2013,172
309,Ferguson,Atlanta,Georgia,Dekalb,30307,368000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,Street,Crawl Space,3,None,1900,"Deck, Front Porch, Garden Area, Out-Buildings, Patio",0,0,3/24/2015,21
479,Sterling,Atlanta,Georgia,Dekalb,30307,367000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Parking Pad","Daylight, Exterior Entry, Interior Entry, Partial, Driveway Access",1,None,1920,Fenced Yard,1008,0,6/12/2015,49
258,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,365000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway, Side/Rear Entry",Crawl Space,4,None,1920,"Fenced Yard, Front Porch, Garden Area, Patio",0,0,7/13/2012,22
312,Ferguson,Atlanta,Georgia,Dekalb,30307,365000,Lin,Inman,Grady,Candler Park,1 & 1/2 Stories,1,0,0,3,2,0,0,0,0,"None, Street","Crawl Space, Exterior Entry",3,None,1900,"Fenced Yard, Front Porch, Garden Area, Patio",1533,0,12/7/2012,88
522,Harold,Atlanta,Georgia,Dekalb,30307,365000,Lin,Inman,Grady,Lake Claire,2 Stories,2,1,0,1,1,0,0,0,0,Driveway,Crawl Space,0,None,1983,"Deck, Front Porch, Garden Area, Other, Patio",1336,0,6/14/2013,2
255,Southerland,Atlanta,Georgia,Dekalb,30307,364731,Lin,Inman,Grady,SUTHERLAND CORNER,,3,3,0,0,0,1,1,1,0,1 Car Garage,Slab/None,1,,2012,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out courtyard",2481,170,11/30/2012,264
506,HARDENDORF,Atlanta,Georgia,Dekalb,30307,363000,Lin,Inman,Grady,LAKE CLAIRE,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Detached, Driveway",Crawl Space,1,None,1920,"Deck, Fenced Yard, Garden Area",0,0,1/22/2013,5
355,CANDLER PARK,Atlanta,Georgia,Dekalb,30307,360000,Lin,Inman,Grady,CANDLER PARK,2 Stories,3,1,0,1,1,0,0,0,0,Street,Crawl Space,0,None,1915,"1-2 Step Entry, Deck, Fenced Yard, Garden Area, Patio",1960,0,11/28/2012,34
252,Elmira,Atlanta,Georgia,Dekalb,30307,360000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,1,None,1910,"Deck, Front Porch, Prof Landscaping",1949,0,11/27/2013,35
450,Sterling,Atlanta,Georgia,Dekalb,30307,360000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,1,None,1930,"Deck, Fenced Yard, Front Porch, Out-Buildings",1324,0,8/31/2015,14
255,Southerland,Atlanta,Georgia,Dekalb,30307,359480,Lin,Inman,Grady,Sutherland Corner,,3,3,0,0,0,1,1,1,0,"1 Car Garage, Attached",,1,,2012,"1-2 Step Entry, Deck, Patio, Prof Landscaping, Walk out balcony, Walk out courtyard",2481,170,1/16/2013,122
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,358000,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,1,1,0,2 Car Garage,,1,,2006,"Deck, Gas Grill, Gazebo, Irrigation System, Walk out balcony",2361,368,5/30/2014,5
607,Hardendorf,Atlanta,Georgia,Dekalb,30307,357500,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,0,0,0,3,1,0,1,1,0,"1 Car Garage, Driveway","Daylight, Driveway Access, Exterior Entry, Finished, Interior Entry",1,None,1930,Deck,2344,0,5/15/2015,99
2073,Palifox,Atlanta,Georgia,Dekalb,30307,356000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Garage, Detached, Kitchen Level, Parking Pad","Crawl Space, Interior Entry",1,None,1935,"Fenced Yard, Front Porch, Garden Area, Patio",1546,0,10/19/2012,90
274,Ferguson,Atlanta,Georgia,Dekalb,30307,356000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,2 Car Garage,"Bath/Stubbed, Full, Interior Entry, Unfinished",1,None,1998,"Fenced Yard, Front Porch, Garden Area",1888,0,10/30/2015,92
353,Clifton,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Lake Claire/Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"Driveway, Side/Rear Entry, Street","Crawl Space, Driveway Access",1,None,1930,"Fenced Yard, Front Porch, Garden Area, Patio",1655,,3/29/2013,2
1993,Palifox,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Driveway","Crawl Space, Daylight, Exterior Entry, Interior Entry",1,None,1935,"Front Porch, Patio",1628,0,5/1/2014,8
2006,McLendon,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,2,1,0,0,0,0,0,0,0,"1 Car Garage, Driveway","Exterior Entry, Finished, Interior Entry",0,None,1959,"Fenced Yard, Garden Area, Patio",1088,0,6/13/2014,7
368,Josephine,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,1,0,0,0,"Driveway, Kitchen Level",Crawl Space,0,None,1900,"Deck, Fenced Yard, Front Porch, Patio",1228,0,10/20/2014,133
465,Harold,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Lake Claire,2 Stories,1,0,0,2,1,0,0,0,0,1 Car Garage,"Full, Unfinished",0,None,1941,"Garden Area, Patio",1967,0,12/30/2014,42
354,ARIZONA,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,NONE,1 Story,0,0,0,3,1,0,0,0,0,Parking Pad,Crawl Space,4,None,1935,"1-2 Step Entry, Deck",1324,0,6/26/2015,13
351,Brooks,Atlanta,Georgia,Dekalb,30307,355000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Street",Crawl Space,2,None,1925,"1-2 Step Entry, Fenced Yard",1945,0,3/11/2016,75
352,Glendale,Atlanta,Georgia,Dekalb,30307,353500,Lin,Inman,Grady,Candler Park,2 Stories,1,0,0,2,1,0,0,0,0,Driveway,Partial,1,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings",1435,0,4/5/2013,61
321,Oakdale,Atlanta,Georgia,Dekalb,30307,352900,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Kitchen Level, Parking Pad, Side/Rear Entry",Crawl Space,4,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1791,0,4/11/2012,101
606,CLIFTON,Atlanta,Georgia,Dekalb,30307,352100,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,1,1,0,0,0,"1 Car Carport, Detached, Driveway",Exterior Entry,1,None,1925,"1-2 Step Entry, Front Porch",1680,0,7/9/2014,2
469,STERLING,Atlanta,Georgia,Dekalb,30307,350000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,Parking Pad,Crawl Space,0,None,1913,"1-2 Step Entry, Deck, Garden Area",1548,0,11/6/2012,23
1774,Dekalb,Atlanta,Georgia,Dekalb,30307,350000,Lin,Inman,Grady,Overlook at Lake Claire,,3,2,0,0,0,1,1,1,0,2 Car Garage,Slab/None,2,,2007,"1-2 Step Entry, Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out balcony, Yard",2160,100,6/1/2016,10
1894,Gordon,Atlanta,Georgia,Dekalb,30307,350000,Lin,Inman,Grady,Sutherland Place Lofts,,1,1,0,1,1,0,0,0,0,"Auto Garage Door, Deeded, Covered, 2 Assigned",Slab/None,0,,1920,"Deck, Prof Landscaping, Walk out balcony",1584,364,6/28/2016,14
1856,Gordon,Atlanta,Georgia,Dekalb,30307,349900,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,2,2,0,0,0,0,"Street, Deeded, Covered, 2 Assigned",Slab/None,0,,2005,"Prof Landscaping, Patio, Walk out courtyard, 1-2 Step Entry",1406,331,6/17/2016,7
251,Elmira,Atlanta,Georgia,Dekalb,30307,349000,Lin,Inman,Grady,Lake Claire/Candler Park,1 Story,0,0,0,2,2,0,0,0,0,Driveway,Crawl Space,3,None,1921,Front Porch,1146,,11/1/2013,26
255,Southerland,Atlanta,Georgia,Dekalb,30307,348300,Lin,Inman,Grady,Sutherland Corner,,3,3,0,0,0,1,0,0,0,"1 Car Garage, 1-2 Step Entry, Attached, Auto Garage Door",Slab/None,1,,2012,"1-2 Step Entry, Irrigation System, Patio, Prof Landscaping, Walk out courtyard",2250,170,4/30/2013,230
412,Page,Atlanta,Georgia,Dekalb,30307,347500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,Driveway,"Interior Entry, Partial, Unfinished",1,None,1930,"Fenced Yard, Front Porch, Garden Area, Other, Out-Buildings, Patio, Prof Landscaping",1255,,6/7/2013,6
293,Connecticut,Atlanta,Georgia,Dekalb,30307,346670,Lin,Inman,Grady,Lake Claire,2 Stories,0,0,0,2,1,0,3,1,0,"Attached, Kitchen Level","Daylight, Exterior Entry, Finished",2,None,1910,"Deck, Front Porch, Garden Area",2300,0,7/24/2013,27
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,346000,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,1,0,0,"1 Car Garage, Auto Garage Door",Finished,1,,2005,"Gazebo, Prof Landscaping, Walk out balcony, Walk out courtyard",1538,254,1/8/2016,20
451,Clifton,Atlanta,Georgia,Dekalb,30307,345000,Lin,Inman,Grady,CANDLER,2 Stories,3,2,0,0,0,1,0,0,0,"Driveway, Parking Pad",Crawl Space,1,None,1998,Deck,2160,0,4/25/2012,284
472,Hardendorf,Atlanta,Georgia,Dekalb,30307,345000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Side/Rear Entry",Crawl Space,1,None,1930,"Fenced Yard, Garden Area",1323,0,3/28/2012,8
321,Clifton,Atlanta,Georgia,Dekalb,30307,345000,Lin,Inman,Grady,CANDLER PARK,1 & 1/2 Stories,0,0,0,3,2,0,0,0,0,"Kitchen Level, Parking Pad","Daylight, Exterior Entry, Finished, Interior Entry",0,None,1947,"Fenced Yard, Patio",2155,0,2/8/2013,56
445,Oakdale,Atlanta,Georgia,Dekalb,30307,345000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Driveway,Crawl Space,1,None,1910,Other,0,,8/28/2014,142
255,Southerland,Atlanta,Georgia,Dekalb,30307,344900,Lin,Inman,Grady,SUTHERLAND CORNER,,3,3,0,0,0,1,0,0,0,1 Car Garage,Slab/None,1,,2012,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out courtyard",2372,170,3/12/2013,309
1770,Indiana,Atlanta,Georgia,Dekalb,30307,343650,Lin,Inman,Grady,Lake Claire/Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"2 Car Garage, Driveway",Crawl Space,0,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings",1331,0,3/29/2013,9
1312,McLendon,Atlanta,Georgia,Dekalb,30307,342500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Parking Pad,Crawl Space,4,None,1914,"Fenced Yard, Front Porch, Garden Area, Out-Buildings, Patio",1441,,5/30/2012,30
1686,McLendon,Atlanta,Georgia,Dekalb,30307,342000,Lin,Inman,Grady,LAKE CLAIRE,1 Story,0,0,0,3,1,0,0,0,0,"Detached, Driveway",Crawl Space,1,None,1925,"Fenced Yard, Front Porch, Garden Area",1260,0,7/30/2012,5
400,Oakdale,Atlanta,Georgia,Dekalb,30307,341500,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,1,0,0,0,0,Driveway,Exterior Entry,4,None,1915,"Fenced Yard, Garden Area, Other, Patio",0,,9/13/2013,86
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,340000,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Attached",,1,,2006,"Deck, Walk out balcony",2361,322,5/31/2013,24
235,Casson,Atlanta,Georgia,Dekalb,30307,340000,Lin,Inman,Grady,Neoterra,,2,2,0,0,0,1,1,1,0,2 Car Garage,,1,,2007,"Deck, Gas Grill, Outdoor Fireplace, Prof Landscaping, Walk out courtyard",1899,,10/17/2013,4
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,340000,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,1,1,0,"2 Car Garage, Attached, Auto Garage Door",Slab/None,1,,2005,"Cov/Enclosed Porch, Deck",2388,327,9/30/2014,93
1669,Mclendon,Atlanta,Georgia,Dekalb,30307,340000,Lin,Inman,Grady,Lake Claire / Candler Park,1 & 1/2 Stories,0,0,0,3,1,0,2,1,0,"Driveway, Street","Daylight, Finished",1,None,1920,"1-2 Step Entry, Front Porch, Garden Area",1758,0,9/19/2014,28
578,Hardendorf,Atlanta,Georgia,Dekalb,30307,337500,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Side/Rear Entry","Exterior Entry, Partial",1,None,1935,"Garden Area, Out-Buildings, Patio",1461,0,10/19/2012,41
255,Southerland,Atlanta,Georgia,Dekalb,30307,336900,Lin,Inman,Grady,SUTHERLAND CORNER,,3,3,0,0,0,1,0,0,0,1 Car Garage,Slab/None,1,,2012,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out courtyard",2263,170,11/9/2012,302
2131,Palifox,Atlanta,Georgia,Dekalb,30307,336900,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,0,0,0,3,1,0,0,0,0,"Driveway, Parking Pad, Storage Room","Bath/Stubbed, Daylight, Exterior Entry, Partial",1,None,1924,"1-2 Step Entry, Fenced Yard, Front Porch, Garden Area, Patio",1120,0,2/19/2013,94
1442,NORTH,Atlanta,Georgia,Dekalb,30307,336500,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,2,1,0,0,0,0,"1 Car Garage, Attached, Driveway","Daylight, Exterior Entry, Full, Interior Entry",1,None,1948,"Fenced Yard, Garden Area",1026,0,5/14/2012,15
1215,Mclendon,Atlanta,Georgia,Dekalb,30307,335000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"Kitchen Level, Side/Rear Entry",Crawl Space,3,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings",1551,0,6/15/2012,200
253,Josephine,Atlanta,Georgia,Dekalb,30307,331000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,3,None,1910,"Fenced Yard, Front Porch, Patio",1493,0,2/15/2013,112
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,330900,Lin,Inman,Grady,Axis,,0,0,0,2,2,0,0,0,0,3 Assigned,,0,,2008,"Prof Landscaping, Walk out balcony, Other",1278,270,4/28/2016,15
327,Josephine,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Parking Pad, Street",Crawl Space,4,None,1910,"Deck, Fenced Yard, Garden Area, Prof Landscaping",1525,0,7/24/2012,577
2084,HOWARD,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,LAKE CLAIRE,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,"Detached, Driveway",Crawl Space,1,None,1949,"Fenced Yard, Out-Buildings, Patio",1462,0,5/14/2012,348
470,STERLING,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Parking Pad, Side/Rear Entry",Partial,1,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings",1281,0,6/19/2012,8
272,Ferguson,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,2 Car Garage,"Bath/Stubbed, Exterior Entry, Interior Entry",0,None,1998,"Deck, Front Porch, Garden Area",1822,0,4/2/2013,114
410,Euclid,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"1 Car Carport, Driveway",Crawl Space,1,None,1920,"Fenced Yard, Front Porch, Garden Area",1061,0,7/25/2014,18
1890,Gordon,Atlanta,Georgia,Dekalb,30307,330000,Lin,Inman,Grady,Sutherland Place Lofts,,1,1,0,1,1,0,0,0,0,"2 Assigned, Covered, Storage Room",,0,,2005,Deck,1494,335,10/29/2015,15
237,Casson,Atlanta,Georgia,Dekalb,30307,329000,Lin,Inman,Grady,Neoterra,,2,2,0,0,0,1,1,1,0,2 Car Garage,Slab/None,0,,2007,"Cov/Enclosed Porch, Deck, Other, Walk out balcony",1899,167,8/9/2013,5
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,329000,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Drive Under Main Level","Driveway Access, Slab/None",1,,2006,"Deck, Prof Landscaping, Walk out balcony, Walk out courtyard, Other",1538,257,9/29/2015,3
430,Leonardo,Atlanta,Georgia,Dekalb,30307,328000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Parking Pad",Crawl Space,0,None,1945,Other,1019,0,9/15/2014,0
526,HAROLD,Atlanta,Georgia,Dekalb,30307,326550,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,2,1,0,2,1,0,1,1,0,"1 Car Garage, Attached","Exterior Entry, Finished, Full",0,None,1983,Patio,1855,0,12/14/2012,134
255,Southerland,Atlanta,Georgia,Dekalb,30307,325827,Lin,Inman,Grady,Sutherland Corner,,3,3,0,0,0,1,0,0,0,"1 Car Garage, 1-2 Step Entry, Attached, Auto Garage Door",Slab/None,1,,2012,"1-2 Step Entry, Cov/Enclosed Porch, Patio, Prof Landscaping, Walk out courtyard",2250,170,5/24/2013,265
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,325500,Lin,Inman,Grady,Townhomes at Candler Park,,2,2,0,0,0,1,0,0,0,2 Car Garage,Slab/None,1,,2006,"Cov/Enclosed Porch, Gas Grill, Gazebo, Prof Landscaping, Walk out balcony, Walk out courtyard",1538,254,12/2/2015,0
330,Mell,Atlanta,Georgia,Dekalb,30307,325000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,1,0,1,0,0,0,"Driveway, Kitchen Level, Parking Pad",Crawl Space,1,None,1988,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",1662,0,8/24/2012,16
301,CLIFTON,Atlanta,Georgia,Dekalb,30307,325000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,2,2,0,0,0,0,"1-2 Step Entry, Driveway, Kitchen Level",Crawl Space,1,None,1920,"1-2 Step Entry, Deck, Fenced Yard, Front Porch",1473,0,4/22/2014,332
1794,Dekalb,Atlanta,Georgia,Dekalb,30307,325000,Lin,Inman,Grady,Candler Park/Lake Claire,,3,2,0,0,0,1,1,1,0,"2 Car Garage, Attached, Street",,2,,2007,Deck,1758,100,7/13/2015,10
1880,Gordon,Atlanta,Georgia,Dekalb,30307,325000,Lin,Inman,Grady,Sutherland Place Lofts,,1,1,0,1,1,0,0,0,0,"2 Assigned, Covered, Deeded, Drive Under Main Level",Slab/None,0,,2005,"Patio, Walk out balcony",1544,341,9/25/2015,9
1258,DeKalb,Atlanta,Georgia,Dekalb,30307,325000,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,0,0,0,"2 Car Garage, Attached","Finished, Partial, Driveway Access",0,,2006,Walk out balcony,1538,263,3/18/2016,1
255,Southerland,Atlanta,Georgia,Dekalb,30307,324113,Lin,Inman,Grady,SUTHERLAND CORNER,,2,2,0,0,0,1,1,1,0,1 Car Garage,Slab/None,1,,2012,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out courtyard",2120,170,12/10/2012,260
1835,Almeta,Atlanta,Georgia,Dekalb,30307,322000,Lin,Inman,Grady,LAKE CLAIRE CANDLER PARK,1 Story,0,0,0,3,2,0,0,0,0,"Detached, Driveway","Crawl Space, Daylight, Exterior Entry",1,None,1945,"Deck, Fenced Yard, Front Porch",1295,0,4/23/2013,31
2090,Howard,Atlanta,Georgia,Dekalb,30307,320300,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,None,Crawl Space,1,None,1948,"1-2 Step Entry, Fenced Yard, Garden Area, Out-Buildings, Patio",1080,0,7/30/2013,4
278,Elmira,Atlanta,Georgia,Dekalb,30307,320000,Lin,Inman,Grady,Candler Park,2 Or + Stories,3,2,0,0,0,1,0,0,0,"2 Car Garage, Attached, Auto Garage Door, Kitchen Level",Slab/None,1,None,1999,Patio,1800,,10/25/2012,100
384,SOUTHERLAND,Atlanta,Georgia,Dekalb,30307,320000,Lin,Inman,Grady,LAKE CLAIRE,1 Story,0,0,0,2,2,0,0,0,0,"1 Car Carport, Driveway","Interior Entry, Unfinished",1,None,1925,Fenced Yard,1053,0,5/15/2014,2
443,Lakeshore,Atlanta,Georgia,Dekalb,30307,320000,Lin,Inman,Grady,Lake Claire,2 Stories,4,2,0,1,1,1,0,0,0,"2 Car Garage, Attached, Driveway, Parking Pad",Crawl Space,0,None,1986,"Deck, Fenced Yard, Front Porch",2518,0,7/24/2015,3
1382,Hooper,Atlanta,Georgia,Dekalb,30307,318000,Lin,Inman,Grady,Candler Park,2 Stories,3,1,0,1,1,0,0,0,0,"2 Car Garage, Driveway","Bath/Stubbed, Driveway Access, Exterior Entry, Interior Entry, Unfinished",2,None,1994,Other,1750,0,9/2/2014,45
1882,Gordon,Atlanta,Georgia,Dekalb,30307,318000,Lin,Inman,Grady,Sutherland Place Lofts,,1,1,0,1,1,0,0,0,0,"2 Assigned, Covered, Deeded",Slab/None,0,,2005,"Prof Landscaping, Walk out balcony",1573,341,4/16/2015,6
2038,DeKalb,Atlanta,Georgia,Dekalb,30307,317500,Lin,Inman,Grady,Lake Claire,,2,1,0,0,1,0,0,0,0,1 Car Garage,,0,,1998,"Deck, Fenced Yard, Other, Private Backyard, Walk out balcony",1589,0,10/14/2014,85
333,Candler,Atlanta,Georgia,Dekalb,30307,316500,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,2,0,1,1,0,Street,"Bath, Daylight, Exterior Entry, Finished, Full",2,None,1924,"Fenced Yard, Front Porch, Patio",1758,,9/12/2013,47
297,Nelms,Atlanta,Georgia,Dekalb,30307,316500,Lin,Inman,Grady,Lake Claire  Candler Park,1 & 1/2 Stories,2,1,0,3,3,0,0,0,0,Street,Crawl Space,0,None,1917,"Deck, Front Porch, Garden Area, Guest House, Patio",2000,0,12/20/2013,24
1998,MCLENDON,Atlanta,Georgia,Dekalb,30307,315000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,1,1,0,2,1,0,0,0,0,"1 Car Garage, Driveway, Kitchen Level","Bath/Stubbed, Exterior Entry, Interior Entry, Partial",1,None,1935,"Front Porch, Garden Area, Out-Buildings, Patio, Prof Landscaping",1332,0,2/13/2012,154
336,Josephine,Atlanta,Georgia,Dekalb,30307,315000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,1,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry, Street","Crawl Space, Exterior Entry, Partial",1,None,1910,"Deck, Front Porch",1666,0,6/12/2012,71
1788,Dekalb,Atlanta,Georgia,Dekalb,30307,315000,Lin,Inman,Grady,Overlook at Lake Claire,,3,2,0,0,0,1,1,1,0,2 Car Garage,,2,,2007,Prof Landscaping,2200,100,11/15/2013,20
1570,Dekalb,Atlanta,Georgia,Dekalb,30307,315000,Lin,Inman,Grady,Pickle Factory,,2,1,0,0,1,0,0,0,0,"1 Assigned, Parking Lot",Slab/None,0,,1950,"Other, Patio",2003,250,5/24/2016,20
1806,Dekalb,Atlanta,Georgia,Dekalb,30307,314900,Lin,Inman,Grady,Overlook at Lake Claire,,1,1,0,1,1,0,1,1,0,"2 Car Garage, Auto Garage Door, Side/Rear Entry",Slab/None,0,,2013,"Cov/Enclosed Porch, Other, Prof Landscaping, Walk out balcony",0,100,4/4/2014,113
1778,McLendon,Atlanta,Georgia,Dekalb,30307,314000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,1,0,1,"1 Car Garage, Driveway, Parking Pad, Street","Bath, Daylight, Exterior Entry, Finished, Interior Entry",0,None,1945,"Deck, Fenced Yard, Prof Landscaping",1261,0,3/23/2012,104
1798,Dekalb,Atlanta,Georgia,Dekalb,30307,312900,Lin,Inman,Grady,Overlook at Lake Claire,,1,1,0,1,1,0,1,1,0,"2 Car Garage, Auto Garage Door, Side/Rear Entry",Slab/None,0,,2013,"Cov/Enclosed Porch, Other, Prof Landscaping, Walk out balcony",0,100,5/9/2014,126
243,Casson,Atlanta,Georgia,Dekalb,30307,310000,Lin,Inman,Grady,Neoterra Townhomes,,2,2,0,0,0,1,1,1,0,2 Car Garage,Slab/None,0,,2007,"Deck, Outdoor Fireplace, Walk out balcony",1977,166,11/27/2012,88
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,310000,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,0,0,0,"2 Car Garage, Auto Garage Door",Slab/None,1,,2005,"Deck, Gas Grill, Prof Landscaping",0,257,4/23/2015,19
